school_id,pupil_id,grade,attendance_records,present_records
264915,1994,Grade 4,70,69
575416,1995,Grade 4,62,43
14475,1996,Grade 3,77,58
628537,1997,Grade 3,88,49
17404,1998,Grade 5,44,29
75848,2000,Grade 1,83,55
65520,2001,Grade 2,79,60
423500,2005,Grade 5,87,73
32940,2006,Grade 3,31,30
218688,2009,Grade 4,53,42
581940,2010,Grade 4,102,84
489918,2015,Grade 3,107,91
112034,2016,Grade 2,101,84
257904,2017,Grade 5,88,75
329344,2018,Grade 1,73,20
609982,2020,Grade 2,80,42
47025,2021,Grade 3,74,70
223545,2022,Grade 1,84,79
56406,2026,Grade 2,94,90
165300,2027,Grade 1,91,73
196896,2028,Grade 4,86,56
283971,2029,Grade 3,91,83
30690,2030,Grade 3,75,26
324884,2034,Grade 2,69,24
9342,2037,Grade 4,91,75
218688,2039,Grade 4,53,38
286984,2042,Grade 3,59,56
359640,2045,Grade 4,85,56
47025,2047,Grade 1,92,37
223941,2048,Grade 2,97,89
792,2049,Grade 4,92,68
36848,2050,Grade 4,100,55
356775,2051,Grade 3,81,47
39078,2052,Grade 5,38,30
108210,2059,Grade 4,93,88
363825,2060,Grade 3,87,78
264915,2061,Grade 2,96,45
196896,2062,Grade 2,95,78
575416,2065,Grade 3,100,84
40580,2066,Grade 2,87,58
388800,2071,Grade 1,74,66
283971,2072,Grade 2,88,80
28112,2073,Grade 5,45,33
592421,2074,Grade 3,104,83
206948,2075,Grade 1,102,72
230373,2077,Grade 3,81,51
55770,2081,Grade 3,95,83
34675,2084,Grade 5,101,75
304425,2086,Grade 3,37,37
609982,2087,Grade 4,93,83
419336,2088,Grade 3,97,80
565811,2090,Grade 5,43,41
359640,2091,Grade 5,79,51
40580,2092,Grade 1,96,76
416,2097,Grade 1,85,62
35175,2099,Grade 5,55,47
10904,2106,Grade 3,100,70
20972,2108,Grade 5,95,70
575416,2109,Grade 2,94,67
363825,2110,Grade 4,63,43
28860,2112,Grade 1,102,42
230373,2116,Grade 3,81,71
83388,2117,Grade 5,95,76
53103,2118,Grade 2,102,80
223941,2120,Grade 1,92,88
991980,2121,Grade 4,91,79
73360,2123,Grade 2,98,88
73360,2125,Grade 2,98,66
112034,2126,Grade 5,102,87
83388,2129,Grade 2,66,50
7956,2130,Grade 1,96,91
34675,2131,Grade 1,93,82
565811,2133,Grade 3,93,67
34092,2135,Grade 4,18,18
958934,2138,Grade 1,100,56
17404,2140,Grade 3,89,80
34092,2143,Grade 4,18,18
223545,2146,Grade 2,85,72
239870,2151,Grade 4,100,88
273888,2152,Grade 5,39,39
419336,2157,Grade 3,97,64
5502,2160,Grade 4,64,57
34092,2162,Grade 5,41,41
35175,2165,Grade 4,84,71
56803,2166,Grade 2,84,83
601798,2167,Grade 5,101,92
329344,2168,Grade 5,57,47
49404,2169,Grade 2,93,73
118338,2170,Grade 1,88,68
75848,2175,Grade 1,83,67
196896,2176,Grade 4,85,57
10904,2181,Grade 3,100,78
46528,2184,Grade 3,33,13
575416,2189,Grade 5,64,54
35175,2191,Grade 2,97,78
359640,2193,Grade 2,74,47
257904,2194,Grade 2,93,87
646056,2196,Grade 1,99,75
759451,2200,Grade 2,49,47
36848,2201,Grade 2,100,48
46684,2202,Grade 3,97,55
206948,2207,Grade 3,96,76
168804,2216,Grade 4,94,42
304425,2218,Grade 5,75,74
16230,2222,Grade 2,87,56
359640,2224,Grade 1,78,52
226128,2228,Grade 3,90,68
118338,2233,Grade 3,91,76
406350,2235,Grade 1,90,61
304425,2236,Grade 4,94,92
166905,2237,Grade 2,45,14
47025,2238,Grade 3,76,67
326599,2243,Grade 2,103,80
909600,2244,Grade 4,103,56
388800,2246,Grade 4,83,65
56406,2250,Grade 1,40,33
864156,2254,Grade 3,43,41
123695,2255,Grade 2,76,51
40580,2256,Grade 4,42,33
25434,2260,Grade 3,82,82
239870,2268,Grade 5,103,84
10904,2269,Grade 4,96,49
8084,2273,Grade 4,102,95
7956,2275,Grade 1,96,94
223941,2276,Grade 4,56,51
25434,2277,Grade 1,100,54
323877,2278,Grade 3,93,77
55770,2280,Grade 1,106,67
73360,2281,Grade 1,97,88
419336,2282,Grade 1,103,91
56406,2289,Grade 1,46,44
792,2290,Grade 1,95,46
34675,2293,Grade 1,92,76
759451,2294,Grade 4,32,29
822894,2295,Grade 1,88,38
501872,2296,Grade 4,3,2
46684,2297,Grade 2,95,43
56406,2298,Grade 1,46,38
118338,2299,Grade 1,88,59
118338,2304,Grade 2,101,81
239870,2306,Grade 4,100,32
223941,2307,Grade 1,92,65
112034,2309,Grade 3,101,90
259688,2311,Grade 1,103,90
56803,2312,Grade 1,100,85
581940,2313,Grade 4,102,94
49404,2314,Grade 2,93,76
565811,2316,Grade 4,92,89
46684,2319,Grade 1,90,67
156096,2321,Grade 3,94,77
646056,2322,Grade 2,78,59
792,2323,Grade 5,99,88
646056,2326,Grade 4,57,50
230373,2327,Grade 5,86,74
314160,2330,Grade 5,82,61
304425,2331,Grade 1,90,49
16230,2336,Grade 1,103,75
9342,2337,Grade 1,101,86
196896,2338,Grade 4,86,32
403506,2342,Grade 3,92,67
501872,2348,Grade 4,37,25
32940,2350,Grade 3,31,25
136992,2352,Grade 1,65,57
56803,2353,Grade 4,98,89
822894,2354,Grade 5,86,78
34092,2356,Grade 3,37,22
34092,2360,Grade 3,37,14
136992,2363,Grade 3,43,39
264915,2364,Grade 5,81,58
601798,2365,Grade 3,99,72
326599,2367,Grade 5,105,87
25263,2368,Grade 5,78,54
201569,2369,Grade 1,102,80
447445,2370,Grade 2,92,79
489918,2371,Grade 4,44,39
35175,2373,Grade 2,97,78
49698,2376,Grade 4,83,81
326599,2377,Grade 2,103,98
73360,2379,Grade 2,98,75
607904,2380,Grade 4,58,56
118338,2383,Grade 2,29,24
283971,2385,Grade 1,103,87
601798,2386,Grade 2,107,86
35175,2387,Grade 1,91,70
46528,2389,Grade 3,89,67
297076,2392,Grade 1,68,45
56803,2393,Grade 2,84,74
864156,2395,Grade 4,98,88
7956,2396,Grade 2,95,91
628537,2398,Grade 3,44,36
14475,2401,Grade 3,97,70
293664,2403,Grade 4,79,79
46528,2405,Grade 2,87,34
822894,2406,Grade 3,88,87
223941,2408,Grade 2,90,48
73360,2410,Grade 1,97,49
501872,2416,Grade 1,74,28
607904,2418,Grade 2,81,74
56406,2420,Grade 4,66,42
226128,2421,Grade 3,90,83
323877,2422,Grade 5,94,52
388800,2423,Grade 1,76,28
32940,2427,Grade 3,31,22
156096,2428,Grade 5,88,67
75848,2429,Grade 5,98,71
581940,2430,Grade 3,105,89
108210,2431,Grade 1,89,68
8084,2436,Grade 1,107,48
264915,2437,Grade 2,95,28
583940,2440,Grade 4,104,82
206948,2446,Grade 1,102,55
32940,2449,Grade 5,69,30
363825,2451,Grade 1,83,51
406350,2456,Grade 5,102,90
388800,2457,Grade 4,73,56
32940,2458,Grade 2,56,34
201569,2459,Grade 5,96,64
314160,2461,Grade 5,82,70
403506,2466,Grade 5,86,64
581940,2467,Grade 3,105,88
416,2468,Grade 1,85,73
792,2473,Grade 3,104,96
356775,2477,Grade 3,81,39
858450,2480,Grade 5,86,47
223941,2481,Grade 1,92,73
323877,2483,Grade 2,104,85
958934,2485,Grade 2,93,57
108210,2486,Grade 1,89,69
419336,2489,Grade 1,103,87
7956,2492,Grade 4,69,34
792,2493,Grade 3,104,83
73360,2494,Grade 1,97,54
175100,2500,Grade 4,46,40
607904,2501,Grade 1,83,26
581940,2503,Grade 1,96,65
118338,2506,Grade 1,88,59
56803,2511,Grade 2,84,71
25434,2512,Grade 5,102,73
401898,2513,Grade 2,90,82
206948,2514,Grade 3,70,54
583940,2516,Grade 5,47,35
958934,2519,Grade 4,90,87
963352,2521,Grade 2,109,85
47025,2522,Grade 1,92,85
7956,2524,Grade 3,38,38
196896,2525,Grade 3,94,72
16230,2528,Grade 3,105,100
293664,2531,Grade 3,37,37
108210,2534,Grade 5,43,43
30690,2536,Grade 2,61,34
201569,2538,Grade 1,100,99
8084,2542,Grade 4,102,81
359640,2543,Grade 2,88,51
858450,2545,Grade 3,85,43
75848,2546,Grade 3,98,59
501872,2547,Grade 2,32,28
25434,2549,Grade 1,100,90
53103,2550,Grade 2,82,53
864156,2553,Grade 1,95,41
136992,2554,Grade 4,100,94
83388,2556,Grade 1,85,72
575416,2559,Grade 4,62,37
55770,2560,Grade 4,83,25
206948,2562,Grade 5,51,30
858450,2563,Grade 5,86,44
257904,2564,Grade 4,88,51
759451,2567,Grade 4,32,30
32940,2570,Grade 3,28,18
46684,2572,Grade 3,97,48
30690,2576,Grade 3,71,38
581940,2577,Grade 2,91,70
56803,2578,Grade 3,97,89
20972,2580,Grade 4,48,40
297076,2582,Grade 2,80,72
230373,2583,Grade 2,101,79
239870,2584,Grade 2,109,65
223941,2585,Grade 4,63,34
958934,2586,Grade 3,97,95
42240,2587,Grade 4,76,67
864156,2588,Grade 3,98,94
46528,2591,Grade 5,89,54
196896,2595,Grade 1,94,59
73360,2598,Grade 2,98,80
223545,2599,Grade 4,81,68
963352,2600,Grade 5,72,61
329344,2606,Grade 3,91,64
206948,2607,Grade 1,102,93
223545,2612,Grade 3,86,78
65520,2614,Grade 2,89,74
53103,2616,Grade 3,96,52
56406,2617,Grade 3,46,30
156096,2622,Grade 1,19,17
223941,2623,Grade 4,63,54
239870,2624,Grade 2,109,83
30690,2627,Grade 3,75,52
297076,2629,Grade 2,80,71
32940,2630,Grade 3,31,5
30690,2631,Grade 1,77,60
75848,2632,Grade 4,90,68
406350,2633,Grade 4,99,90
5502,2636,Grade 5,87,62
286984,2638,Grade 2,81,57
575416,2640,Grade 4,62,53
324884,2642,Grade 2,69,24
14475,2643,Grade 4,83,59
136992,2644,Grade 3,84,60
293664,2646,Grade 2,93,82
359640,2647,Grade 4,85,84
304425,2648,Grade 3,80,75
501872,2652,Grade 3,69,51
25263,2656,Grade 4,35,34
30690,2660,Grade 1,77,56
323877,2662,Grade 4,99,89
56406,2663,Grade 4,66,59
401280,2664,Grade 2,51,11
16230,2666,Grade 4,74,64
88122,2669,Grade 4,76,61
25263,2671,Grade 5,37,31
49698,2673,Grade 4,83,76
257904,2679,Grade 1,90,89
581940,2680,Grade 4,100,85
958934,2681,Grade 2,93,89
581940,2683,Grade 3,105,92
75848,2685,Grade 1,83,65
323877,2686,Grade 1,98,85
196896,2691,Grade 2,89,55
56803,2693,Grade 1,100,78
687400,2694,Grade 3,91,78
286984,2695,Grade 5,97,62
363825,2697,Grade 1,63,60
388800,2698,Grade 3,85,73
419336,2701,Grade 2,98,91
8084,2702,Grade 2,102,56
958934,2704,Grade 5,41,36
239870,2706,Grade 3,98,64
14475,2708,Grade 3,97,74
314160,2712,Grade 1,100,80
155343,2713,Grade 1,106,94
273888,2715,Grade 1,99,71
909600,2719,Grade 3,50,47
359640,2720,Grade 2,81,68
88122,2721,Grade 2,97,79
991980,2723,Grade 1,96,53
155343,2725,Grade 4,98,86
28860,2726,Grade 4,62,40
283971,2727,Grade 3,91,88
858450,2728,Grade 1,73,52
304425,2731,Grade 1,90,72
36848,2732,Grade 5,100,37
419336,2733,Grade 3,97,61
601798,2734,Grade 4,93,79
75848,2736,Grade 1,83,51
406350,2737,Grade 1,45,39
30690,2739,Grade 1,77,63
34092,2740,Grade 3,37,21
65520,2744,Grade 4,87,83
286984,2745,Grade 2,81,74
646056,2746,Grade 4,57,57
55770,2747,Grade 1,80,64
39078,2748,Grade 5,38,37
196896,2750,Grade 2,93,74
17404,2751,Grade 2,91,54
56406,2753,Grade 5,37,32
687400,2756,Grade 5,100,69
166905,2757,Grade 4,74,43
489918,2758,Grade 5,38,36
489918,2759,Grade 3,107,105
565811,2760,Grade 4,92,89
49404,2761,Grade 3,100,80
359640,2763,Grade 3,97,83
592421,2767,Grade 4,102,79
196896,2769,Grade 2,95,77
46528,2771,Grade 4,20,10
609982,2772,Grade 5,93,72
223545,2776,Grade 1,84,68
118338,2777,Grade 4,98,72
136992,2778,Grade 5,31,24
118338,2779,Grade 4,98,50
419336,2780,Grade 3,97,41
363825,2784,Grade 1,83,53
314160,2788,Grade 3,107,107
55770,2789,Grade 1,106,86
581940,2791,Grade 5,98,75
34675,2795,Grade 5,101,100
363825,2798,Grade 4,63,51
42240,2799,Grade 2,107,82
118338,2801,Grade 4,98,61
419336,2805,Grade 3,81,60
196896,2807,Grade 2,95,76
7956,2808,Grade 3,81,76
239870,2809,Grade 3,45,32
607904,2810,Grade 2,81,81
609982,2811,Grade 4,93,31
958934,2814,Grade 1,100,77
401280,2816,Grade 4,81,66
5502,2818,Grade 2,94,52
56406,2824,Grade 4,66,47
607904,2826,Grade 2,81,74
226128,2827,Grade 3,90,79
491645,2829,Grade 1,106,104
28860,2834,Grade 2,102,94
39078,2836,Grade 4,30,24
34675,2838,Grade 1,52,29
73360,2841,Grade 4,91,63
489918,2842,Grade 3,46,43
14475,2843,Grade 4,83,73
55770,2845,Grade 4,16,2
201569,2847,Grade 2,97,92
822894,2848,Grade 2,92,80
34675,2850,Grade 1,90,72
20972,2851,Grade 3,103,100
42240,2852,Grade 4,76,50
363280,2855,Grade 3,96,78
73360,2859,Grade 3,96,69
32940,2861,Grade 5,81,57
314160,2862,Grade 5,77,63
196896,2863,Grade 2,95,53
10904,2864,Grade 5,98,72
575416,2868,Grade 5,64,48
326599,2869,Grade 4,88,87
201569,2871,Grade 2,84,65
388800,2872,Grade 2,82,74
88122,2874,Grade 5,98,76
42240,2878,Grade 4,76,66
206948,2879,Grade 2,102,94
687400,2881,Grade 2,102,94
273888,2882,Grade 1,99,90
39078,2884,Grade 2,89,70
25263,2885,Grade 4,89,74
864156,2888,Grade 1,100,77
83388,2895,Grade 1,85,64
583940,2901,Grade 3,101,87
607904,2903,Grade 3,19,19
501872,2908,Grade 5,35,32
419336,2909,Grade 2,94,41
65520,2913,Grade 5,85,61
909600,2914,Grade 4,45,40
293664,2915,Grade 3,37,34
25263,2918,Grade 1,92,78
419336,2920,Grade 3,97,86
75848,2923,Grade 2,94,84
423500,2925,Grade 4,50,38
601798,2926,Grade 5,101,90
35175,2927,Grade 2,97,80
28112,2930,Grade 3,84,55
264915,2931,Grade 4,70,55
20972,2934,Grade 5,88,84
49404,2935,Grade 1,93,59
425124,2937,Grade 1,96,78
864156,2938,Grade 2,103,46
646056,2940,Grade 2,78,59
156096,2941,Grade 4,84,55
563568,2942,Grade 1,95,57
196896,2943,Grade 2,95,46
858450,2944,Grade 5,86,58
286984,2947,Grade 4,90,55
88122,2950,Grade 1,84,62
293664,2952,Grade 5,24,24
40580,2955,Grade 5,100,80
34092,2957,Grade 1,33,30
609982,2958,Grade 2,80,59
17404,2961,Grade 2,91,70
858450,2964,Grade 5,86,68
49404,2965,Grade 4,91,50
963352,2968,Grade 1,106,84
20972,2969,Grade 1,103,61
646056,2970,Grade 1,99,82
25263,2971,Grade 2,90,73
581940,2972,Grade 1,96,66
421680,2974,Grade 4,103,68
286984,2977,Grade 3,59,52
196896,2978,Grade 1,94,88
39078,2983,Grade 3,91,83
165300,2984,Grade 2,100,83
223545,2986,Grade 5,88,82
581940,2988,Grade 1,102,84
581940,2990,Grade 1,98,76
687400,2994,Grade 3,91,90
112034,2995,Grade 2,101,85
963352,2997,Grade 5,43,39
239870,2998,Grade 2,92,87
283971,3001,Grade 4,94,69
47025,3004,Grade 2,101,91
359640,3006,Grade 3,97,88
423500,3007,Grade 3,100,54
563568,3008,Grade 5,21,21
73360,3009,Grade 4,91,47
563568,3013,Grade 4,72,69
25263,3015,Grade 3,91,79
46684,3016,Grade 2,96,54
56803,3020,Grade 3,97,95
264915,3021,Grade 2,96,84
963352,3028,Grade 3,49,24
206948,3030,Grade 1,102,86
687400,3031,Grade 2,102,61
822894,3034,Grade 1,90,79
7956,3035,Grade 1,96,87
28860,3038,Grade 2,102,73
25263,3041,Grade 3,91,75
55770,3042,Grade 4,83,40
42240,3048,Grade 1,101,83
8084,3051,Grade 3,49,40
447445,3052,Grade 2,92,68
581940,3053,Grade 5,98,90
16230,3057,Grade 4,74,70
56803,3058,Grade 1,100,87
792,3061,Grade 1,75,57
304425,3063,Grade 5,75,38
34675,3065,Grade 1,92,76
49404,3070,Grade 1,59,15
34092,3071,Grade 2,42,19
40580,3072,Grade 1,101,77
421680,3074,Grade 1,100,34
10904,3075,Grade 2,97,67
759451,3076,Grade 4,32,27
8084,3079,Grade 3,105,69
416,3083,Grade 1,85,55
421680,3084,Grade 2,99,64
201569,3085,Grade 3,101,63
39078,3086,Grade 1,91,64
792,3090,Grade 5,99,89
17404,3094,Grade 5,100,65
264915,3095,Grade 3,106,82
628537,3098,Grade 3,88,32
28860,3099,Grade 1,102,90
283971,3101,Grade 4,38,37
601798,3102,Grade 1,77,62
75848,3103,Grade 5,98,84
687400,3104,Grade 1,99,94
329344,3105,Grade 2,49,47
363825,3106,Grade 1,77,30
963352,3107,Grade 2,109,73
223941,3108,Grade 3,74,63
36848,3111,Grade 3,100,80
447445,3113,Grade 4,86,72
324884,3116,Grade 2,69,68
47025,3117,Grade 3,76,71
7956,3118,Grade 2,95,87
73360,3119,Grade 3,96,62
40580,3120,Grade 1,101,90
425124,3122,Grade 1,96,82
575416,3123,Grade 2,94,83
155343,3124,Grade 2,94,77
32940,3126,Grade 5,81,59
123695,3127,Grade 4,29,27
5502,3130,Grade 2,94,77
230373,3131,Grade 1,96,68
32940,3132,Grade 3,31,20
49404,3138,Grade 1,93,60
286984,3143,Grade 3,37,14
46684,3144,Grade 4,36,35
401280,3145,Grade 2,96,77
822894,3147,Grade 5,86,61
25263,3152,Grade 3,91,59
406350,3158,Grade 4,99,81
421680,3159,Grade 5,87,77
491645,3160,Grade 1,106,88
359640,3161,Grade 1,78,51
264915,3162,Grade 1,102,60
56803,3167,Grade 5,76,75
196896,3168,Grade 3,94,81
491645,3171,Grade 5,97,88
609982,3173,Grade 5,45,42
30690,3174,Grade 4,39,36
175100,3175,Grade 4,82,62
136992,3180,Grade 3,95,93
40580,3181,Grade 2,92,68
646056,3185,Grade 2,72,52
34092,3186,Grade 5,41,41
583940,3187,Grade 4,104,88
581940,3188,Grade 1,98,13
75848,3189,Grade 3,98,84
858450,3190,Grade 2,102,56
40580,3192,Grade 1,101,56
7956,3193,Grade 1,96,89
34092,3197,Grade 2,42,28
136992,3200,Grade 5,78,66
73360,3202,Grade 1,97,42
425124,3203,Grade 1,69,50
16230,3204,Grade 1,102,40
8084,3205,Grade 1,107,67
963352,3210,Grade 4,95,56
40580,3211,Grade 3,45,36
419336,3213,Grade 1,103,76
423500,3214,Grade 3,84,65
201569,3217,Grade 4,102,81
259688,3218,Grade 2,97,51
293664,3220,Grade 1,84,65
565811,3222,Grade 1,92,55
419336,3226,Grade 1,103,101
112034,3227,Grade 4,46,40
609982,3228,Grade 1,97,72
175100,3229,Grade 1,93,88
592421,3230,Grade 1,85,58
7956,3232,Grade 4,69,16
34675,3233,Grade 1,92,83
326599,3235,Grade 4,90,84
257904,3236,Grade 5,88,77
687400,3241,Grade 4,44,39
25263,3243,Grade 4,89,78
421680,3246,Grade 4,103,91
239870,3249,Grade 1,92,88
601798,3251,Grade 5,101,87
40580,3254,Grade 2,92,59
687400,3255,Grade 3,91,86
583940,3257,Grade 2,79,69
155343,3259,Grade 5,84,52
42240,3260,Grade 1,101,87
230373,3261,Grade 2,101,61
401898,3262,Grade 1,55,47
601798,3263,Grade 1,81,21
363280,3264,Grade 2,96,82
156096,3267,Grade 5,88,80
53103,3269,Grade 1,88,68
196896,3273,Grade 1,94,70
388800,3274,Grade 1,76,44
34092,3275,Grade 1,53,41
112034,3276,Grade 1,106,81
230373,3279,Grade 5,86,75
264915,3280,Grade 1,102,72
401898,3282,Grade 5,98,92
363280,3283,Grade 4,75,54
175100,3287,Grade 3,104,71
792,3288,Grade 3,104,93
88122,3289,Grade 3,98,77
323877,3293,Grade 3,102,88
175100,3298,Grade 1,93,76
10904,3299,Grade 3,100,73
83388,3300,Grade 3,47,47
583940,3303,Grade 4,104,67
28860,3305,Grade 1,102,70
155343,3306,Grade 1,106,94
958934,3308,Grade 4,90,81
226128,3313,Grade 3,90,60
501872,3315,Grade 1,67,32
581940,3316,Grade 5,98,94
297076,3317,Grade 2,80,63
304425,3324,Grade 4,40,37
489918,3325,Grade 4,44,38
363280,3326,Grade 1,88,72
49404,3327,Grade 1,93,52
447445,3328,Grade 3,85,59
447445,3329,Grade 4,86,74
239870,3331,Grade 1,92,68
323877,3332,Grade 5,94,73
416,3333,Grade 2,102,76
165300,3334,Grade 1,91,66
646056,3335,Grade 1,99,86
155343,3337,Grade 1,106,83
206948,3338,Grade 3,96,70
581940,3341,Grade 4,102,91
39078,3342,Grade 5,38,38
304425,3343,Grade 5,75,73
491645,3347,Grade 2,95,70
155343,3348,Grade 5,98,81
329344,3350,Grade 3,91,37
403506,3351,Grade 2,82,44
323877,3353,Grade 5,94,65
425124,3354,Grade 2,99,89
30690,3355,Grade 4,85,27
388800,3356,Grade 4,83,65
65520,3357,Grade 5,85,79
963352,3360,Grade 2,109,91
324884,3361,Grade 1,83,34
489918,3362,Grade 4,44,38
592421,3363,Grade 4,102,85
196896,3365,Grade 5,36,28
36848,3366,Grade 1,80,67
40580,3367,Grade 2,92,83
909600,3369,Grade 5,102,91
56406,3372,Grade 1,46,43
565811,3377,Grade 3,93,57
20972,3385,Grade 2,103,100
34675,3386,Grade 4,45,33
20972,3387,Grade 4,100,83
88122,3389,Grade 1,84,63
156096,3393,Grade 5,84,71
196896,3394,Grade 1,94,74
283971,3396,Grade 1,103,82
563568,3398,Grade 1,95,85
166905,3399,Grade 5,27,18
646056,3401,Grade 5,85,70
963352,3403,Grade 1,88,60
8084,3404,Grade 3,105,93
909600,3405,Grade 3,108,48
324884,3407,Grade 3,77,13
359640,3409,Grade 3,97,72
8084,3410,Grade 2,85,38
359640,3411,Grade 5,90,83
575416,3413,Grade 1,95,63
28860,3415,Grade 4,13,11
575416,3416,Grade 2,94,15
35175,3418,Grade 1,91,91
581940,3419,Grade 2,107,46
359640,3423,Grade 3,97,94
155343,3425,Grade 3,93,45
56803,3426,Grade 1,100,55
14475,3429,Grade 4,83,75
34675,3430,Grade 1,92,91
286984,3433,Grade 1,102,70
792,3435,Grade 3,104,66
329344,3437,Grade 3,91,54
858450,3440,Grade 2,102,48
118338,3445,Grade 2,100,89
206948,3449,Grade 4,99,45
616880,3450,Grade 1,25,15
501872,3451,Grade 3,69,53
25263,3453,Grade 5,78,77
592421,3456,Grade 2,97,25
9342,3457,Grade 3,18,7
175100,3458,Grade 5,46,42
47025,3459,Grade 3,72,66
363825,3460,Grade 3,87,76
501872,3461,Grade 5,35,30
75848,3462,Grade 3,98,62
304425,3463,Grade 5,75,64
25263,3469,Grade 4,89,65
329344,3471,Grade 1,96,88
363825,3472,Grade 5,30,24
609982,3474,Grade 4,93,82
304425,3476,Grade 4,94,82
32940,3479,Grade 2,61,40
259688,3480,Grade 1,103,83
401280,3481,Grade 1,95,83
223941,3482,Grade 2,84,65
286984,3487,Grade 4,90,72
9342,3488,Grade 5,93,83
264915,3491,Grade 3,106,82
17404,3492,Grade 5,100,15
592421,3494,Grade 5,101,47
75848,3501,Grade 4,43,43
223941,3509,Grade 2,97,83
73360,3512,Grade 3,96,85
20972,3515,Grade 4,48,23
56803,3519,Grade 4,98,76
326599,3520,Grade 5,105,68
46528,3521,Grade 1,106,86
175100,3522,Grade 5,82,45
36848,3524,Grade 3,100,80
230373,3526,Grade 4,104,85
264915,3527,Grade 2,96,77
39078,3528,Grade 3,91,85
326599,3529,Grade 5,46,42
401280,3531,Grade 2,96,44
34675,3536,Grade 5,101,92
565811,3538,Grade 4,92,87
7956,3540,Grade 1,96,78
324884,3541,Grade 1,83,60
359640,3543,Grade 1,77,63
25263,3545,Grade 4,89,74
423500,3547,Grade 1,96,81
563568,3549,Grade 5,74,61
34092,3550,Grade 2,42,25
363280,3553,Grade 4,75,63
425124,3555,Grade 2,99,83
14475,3559,Grade 1,80,46
34675,3562,Grade 4,90,78
34675,3566,Grade 2,98,92
230373,3567,Grade 5,86,81
293664,3573,Grade 2,93,64
583940,3575,Grade 5,97,75
56803,3576,Grade 1,100,72
108210,3577,Grade 1,89,74
491645,3578,Grade 1,84,78
5502,3580,Grade 3,97,64
326599,3581,Grade 5,105,80
304425,3585,Grade 4,94,93
56803,3587,Grade 1,100,84
601798,3589,Grade 3,82,44
646056,3590,Grade 1,99,86
501872,3591,Grade 2,32,25
5502,3593,Grade 4,31,28
403506,3594,Grade 4,102,67
40580,3596,Grade 5,42,42
156096,3598,Grade 3,94,74
329344,3599,Grade 1,96,77
16230,3602,Grade 1,103,88
30690,3604,Grade 2,61,35
8084,3610,Grade 4,102,79
108210,3612,Grade 4,93,79
592421,3614,Grade 1,85,66
401280,3615,Grade 3,82,79
273888,3616,Grade 3,97,86
406350,3617,Grade 1,90,77
423500,3619,Grade 5,87,58
20972,3622,Grade 4,102,45
501872,3623,Grade 2,32,19
73360,3624,Grade 2,98,89
16230,3627,Grade 3,48,42
75848,3628,Grade 5,98,73
46528,3630,Grade 1,106,89
53103,3636,Grade 4,76,62
273888,3637,Grade 2,70,40
28860,3638,Grade 5,83,81
239870,3639,Grade 3,98,45
28860,3642,Grade 2,102,92
32940,3644,Grade 3,31,24
